family	type	auc
Factors with multiple dispersed zinc fingers{2.3.4}	representative:IKZF1_HUMAN.H11MO.0.C	0.43161
Factors with multiple dispersed zinc fingers{2.3.4}	representative:IKZF1_HUMAN.H11MO.0.C	0.46038
Factors with multiple dispersed zinc fingers{2.3.4}	representative:IKZF1_HUMAN.H11MO.0.C	0.58434
Factors with multiple dispersed zinc fingers{2.3.4}	representative:IKZF1_HUMAN.H11MO.0.C	0.46513
Factors with multiple dispersed zinc fingers{2.3.4}	representative:IKZF1_HUMAN.H11MO.0.C	0.44462
Factors with multiple dispersed zinc fingers{2.3.4}	representative:IKZF1_HUMAN.H11MO.0.C	0.47268
Factors with multiple dispersed zinc fingers{2.3.4}	representative:IKZF1_HUMAN.H11MO.0.C	0.46791
Factors with multiple dispersed zinc fingers{2.3.4}	representative:IKZF1_HUMAN.H11MO.0.C	0.44987
Factors with multiple dispersed zinc fingers{2.3.4}	representative:IKZF1_HUMAN.H11MO.0.C	0.49157
Factors with multiple dispersed zinc fingers{2.3.4}	representative:IKZF1_HUMAN.H11MO.0.C	0.44562
Factors with multiple dispersed zinc fingers{2.3.4}	representative:IKZF1_HUMAN.H11MO.0.C	0.4277
Factors with multiple dispersed zinc fingers{2.3.4}	representative:IKZF1_HUMAN.H11MO.0.C	0.43882
Factors with multiple dispersed zinc fingers{2.3.4}	representative:IKZF1_HUMAN.H11MO.0.C	0.43724
Factors with multiple dispersed zinc fingers{2.3.4}	representative:INSM1_HUMAN.H11MO.0.C	0.45591
Factors with multiple dispersed zinc fingers{2.3.4}	representative:INSM1_HUMAN.H11MO.0.C	0.51359
Factors with multiple dispersed zinc fingers{2.3.4}	representative:INSM1_HUMAN.H11MO.0.C	0.5091
Factors with multiple dispersed zinc fingers{2.3.4}	representative:INSM1_HUMAN.H11MO.0.C	0.547
Factors with multiple dispersed zinc fingers{2.3.4}	representative:INSM1_HUMAN.H11MO.0.C	0.54644
Factors with multiple dispersed zinc fingers{2.3.4}	representative:INSM1_HUMAN.H11MO.0.C	0.53406
Factors with multiple dispersed zinc fingers{2.3.4}	representative:INSM1_HUMAN.H11MO.0.C	0.5605
Factors with multiple dispersed zinc fingers{2.3.4}	representative:INSM1_HUMAN.H11MO.0.C	0.55928
Factors with multiple dispersed zinc fingers{2.3.4}	representative:INSM1_HUMAN.H11MO.0.C	0.53914
Factors with multiple dispersed zinc fingers{2.3.4}	representative:INSM1_HUMAN.H11MO.0.C	0.54773
Factors with multiple dispersed zinc fingers{2.3.4}	representative:INSM1_HUMAN.H11MO.0.C	0.55504
Factors with multiple dispersed zinc fingers{2.3.4}	representative:INSM1_HUMAN.H11MO.0.C	0.52163
Factors with multiple dispersed zinc fingers{2.3.4}	representative:INSM1_HUMAN.H11MO.0.C	0.5006
Factors with multiple dispersed zinc fingers{2.3.4}	representative:INSM1_HUMAN.H11MO.0.C	0.50957
Factors with multiple dispersed zinc fingers{2.3.4}	representative:ZN335_HUMAN.H11MO.0.A	0.44608
Factors with multiple dispersed zinc fingers{2.3.4}	representative:ZN335_HUMAN.H11MO.0.A	0.50947
Factors with multiple dispersed zinc fingers{2.3.4}	representative:ZN335_HUMAN.H11MO.0.A	0.47051
Factors with multiple dispersed zinc fingers{2.3.4}	representative:ZN335_HUMAN.H11MO.0.A	0.58679
Factors with multiple dispersed zinc fingers{2.3.4}	representative:ZN335_HUMAN.H11MO.0.A	0.48268
Factors with multiple dispersed zinc fingers{2.3.4}	representative:ZN335_HUMAN.H11MO.0.A	0.45896
Factors with multiple dispersed zinc fingers{2.3.4}	representative:ZN335_HUMAN.H11MO.0.A	0.48189
Factors with multiple dispersed zinc fingers{2.3.4}	representative:ZN335_HUMAN.H11MO.0.A	0.49379
Factors with multiple dispersed zinc fingers{2.3.4}	representative:ZN335_HUMAN.H11MO.0.A	0.47915
Factors with multiple dispersed zinc fingers{2.3.4}	representative:ZN335_HUMAN.H11MO.0.A	0.49443
Factors with multiple dispersed zinc fingers{2.3.4}	representative:ZN335_HUMAN.H11MO.0.A	0.47771
Factors with multiple dispersed zinc fingers{2.3.4}	representative:ZN335_HUMAN.H11MO.0.A	0.55625
Factors with multiple dispersed zinc fingers{2.3.4}	representative:ZN335_HUMAN.H11MO.0.A	0.50206
Factors with multiple dispersed zinc fingers{2.3.4}	representative:ZN335_HUMAN.H11MO.0.A	0.53601
Factors with multiple dispersed zinc fingers{2.3.4}	representative:REST_HUMAN.H11MO.0.A	0.46818
Factors with multiple dispersed zinc fingers{2.3.4}	representative:REST_HUMAN.H11MO.0.A	0.51657
Factors with multiple dispersed zinc fingers{2.3.4}	representative:REST_HUMAN.H11MO.0.A	0.48803
Factors with multiple dispersed zinc fingers{2.3.4}	representative:REST_HUMAN.H11MO.0.A	0.50701
Factors with multiple dispersed zinc fingers{2.3.4}	representative:REST_HUMAN.H11MO.0.A	0.41407
Factors with multiple dispersed zinc fingers{2.3.4}	representative:REST_HUMAN.H11MO.0.A	0.40134
Factors with multiple dispersed zinc fingers{2.3.4}	representative:REST_HUMAN.H11MO.0.A	0.42436
Factors with multiple dispersed zinc fingers{2.3.4}	representative:REST_HUMAN.H11MO.0.A	0.42132
Factors with multiple dispersed zinc fingers{2.3.4}	representative:REST_HUMAN.H11MO.0.A	0.43127
Factors with multiple dispersed zinc fingers{2.3.4}	representative:REST_HUMAN.H11MO.0.A	0.42727
Factors with multiple dispersed zinc fingers{2.3.4}	representative:REST_HUMAN.H11MO.0.A	0.41845
Factors with multiple dispersed zinc fingers{2.3.4}	representative:REST_HUMAN.H11MO.0.A	0.52201
Factors with multiple dispersed zinc fingers{2.3.4}	representative:REST_HUMAN.H11MO.0.A	0.48909
Factors with multiple dispersed zinc fingers{2.3.4}	representative:REST_HUMAN.H11MO.0.A	0.55507
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.4915
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.4962
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.48911
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.43519
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.45919
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46219
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46044
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.45196
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.44885
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.50528
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46725
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.53482
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46408
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.47765
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46135
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.52821
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46074
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.54298
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.4503
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.42291
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.44093
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.45028
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.42572
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.4321
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.42783
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.50745
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.4574
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.50884
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.54162
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.4644
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.41729
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.56993
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.37367
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.34762
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.36803
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.3714
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.36309
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.38214
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.37905
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.55628
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.45956
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.55341
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46328
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.54286
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46945
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.53562
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46176
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.45145
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.47877
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46176
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46721
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.50133
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.45611
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.53444
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.49361
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.53261
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.55026
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.55371
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.42897
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46736
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.41619
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.3899
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.4114
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.41668
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.39518
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.43706
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.42115
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.52649
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46386
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.53722
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.55217
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.51339
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.42401
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.49441
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.39925
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.37354
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.38973
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.38379
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.38296
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.40459
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.40789
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.51955
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.41786
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.49497
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.47607
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.49093
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.50128
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.52339
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.52713
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.50204
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.51618
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.49899
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.51381
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.55014
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.50418
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.49471
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.56029
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.54012
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.39684
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.4979
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.48719
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.6278
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.6003
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.58103
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.60913
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.62476
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.58092
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.59408
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.57329
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46118
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.49529
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.48121
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.42964
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.4349
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.49235
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.50264
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.54186
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.51882
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.55527
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.55586
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.52271
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.53149
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.51445
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.42131
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.45499
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.44533
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.38861
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.49406
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.49742
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.61292
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.62361
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.59418
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.64045
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.65683
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.60865
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.61593
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.59581
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.45352
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.50287
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.47957
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.41294
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.49413
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.51238
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.60307
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.64402
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.6185
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.66299
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.67038
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.62933
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.63498
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.61596
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46084
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.49286
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46252
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.44022
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.43161
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46038
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.58434
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46513
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.44462
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.47268
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46791
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.44987
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.49157
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.44562
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.4277
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.43882
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.43724
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.45591
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.51359
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.5091
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.547
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.54644
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.53406
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.5605
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.55928
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.53914
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.54773
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.55504
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.52163
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.5006
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.50957
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.44608
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.50947
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.47051
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.58679
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.48268
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.45896
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.48189
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.49379
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.47915
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.49443
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.47771
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.55625
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.50206
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.53601
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.46818
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.51657
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.48803
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.50701
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.41407
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.40134
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.42436
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.42132
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.43127
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.42727
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.41845
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.52201
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.48909
Factors with multiple dispersed zinc fingers{2.3.4}	all_representatives	0.55507
Forkhead box (FOX) factors{3.3.1}	all	0.88828
Forkhead box (FOX) factors{3.3.1}	all	0.92934
Forkhead box (FOX) factors{3.3.1}	all	0.9495
Forkhead box (FOX) factors{3.3.1}	all	0.94773
Forkhead box (FOX) factors{3.3.1}	all	0.94445
Forkhead box (FOX) factors{3.3.1}	all	0.94019
Forkhead box (FOX) factors{3.3.1}	all	0.9444
Forkhead box (FOX) factors{3.3.1}	all	0.91666
Forkhead box (FOX) factors{3.3.1}	all	0.92572
Forkhead box (FOX) factors{3.3.1}	all	0.89459
Forkhead box (FOX) factors{3.3.1}	all	0.92016
Forkhead box (FOX) factors{3.3.1}	all	0.94688
Forkhead box (FOX) factors{3.3.1}	all	0.91307
Forkhead box (FOX) factors{3.3.1}	all	0.9047
Forkhead box (FOX) factors{3.3.1}	all	0.94185
Forkhead box (FOX) factors{3.3.1}	all	0.94816
Forkhead box (FOX) factors{3.3.1}	all	0.94882
Forkhead box (FOX) factors{3.3.1}	all	0.94448
Forkhead box (FOX) factors{3.3.1}	all	0.94855
Forkhead box (FOX) factors{3.3.1}	all	0.95051
Forkhead box (FOX) factors{3.3.1}	all	0.93959
Forkhead box (FOX) factors{3.3.1}	all	0.94973
Forkhead box (FOX) factors{3.3.1}	all	0.9618
Forkhead box (FOX) factors{3.3.1}	all	0.93849
Forkhead box (FOX) factors{3.3.1}	all	0.94209
Forkhead box (FOX) factors{3.3.1}	all	0.9352
Forkhead box (FOX) factors{3.3.1}	all	0.94305
Forkhead box (FOX) factors{3.3.1}	all	0.93139
Forkhead box (FOX) factors{3.3.1}	all	0.9322
Forkhead box (FOX) factors{3.3.1}	all	0.87829
Forkhead box (FOX) factors{3.3.1}	all	0.74922
Forkhead box (FOX) factors{3.3.1}	all	0.73734
Forkhead box (FOX) factors{3.3.1}	all	0.76177
Forkhead box (FOX) factors{3.3.1}	all	0.75695
Forkhead box (FOX) factors{3.3.1}	all	0.95293
Forkhead box (FOX) factors{3.3.1}	all	0.94329
Forkhead box (FOX) factors{3.3.1}	all	0.91569
Forkhead box (FOX) factors{3.3.1}	all	0.88371
Forkhead box (FOX) factors{3.3.1}	all	0.88104
Forkhead box (FOX) factors{3.3.1}	all	0.92278
Forkhead box (FOX) factors{3.3.1}	all	0.91316
Forkhead box (FOX) factors{3.3.1}	all	0.95884
Forkhead box (FOX) factors{3.3.1}	all	0.92447
Forkhead box (FOX) factors{3.3.1}	all	0.90612
Forkhead box (FOX) factors{3.3.1}	all	0.95809
Forkhead box (FOX) factors{3.3.1}	all	0.94942
Forkhead box (FOX) factors{3.3.1}	all	0.9546
Forkhead box (FOX) factors{3.3.1}	all	0.9557
Forkhead box (FOX) factors{3.3.1}	all	0.94647
Forkhead box (FOX) factors{3.3.1}	all	0.95098
Forkhead box (FOX) factors{3.3.1}	all	0.95694
Forkhead box (FOX) factors{3.3.1}	all	0.95339
Forkhead box (FOX) factors{3.3.1}	all	0.95779
Forkhead box (FOX) factors{3.3.1}	all	0.90121
Forkhead box (FOX) factors{3.3.1}	all	0.91098
Forkhead box (FOX) factors{3.3.1}	all	0.90209
Forkhead box (FOX) factors{3.3.1}	all	0.92754
Forkhead box (FOX) factors{3.3.1}	all	0.961
Forkhead box (FOX) factors{3.3.1}	all	0.80468
Forkhead box (FOX) factors{3.3.1}	all	0.81354
Forkhead box (FOX) factors{3.3.1}	all	0.94415
Forkhead box (FOX) factors{3.3.1}	all	0.94408
Forkhead box (FOX) factors{3.3.1}	all	0.943
Forkhead box (FOX) factors{3.3.1}	all	0.92241
Forkhead box (FOX) factors{3.3.1}	all	0.92237
Forkhead box (FOX) factors{3.3.1}	all	0.92235
Forkhead box (FOX) factors{3.3.1}	all	0.91222
Forkhead box (FOX) factors{3.3.1}	all	0.91093
Forkhead box (FOX) factors{3.3.1}	all	0.91121
Forkhead box (FOX) factors{3.3.1}	all	0.95923
Forkhead box (FOX) factors{3.3.1}	all	0.93609
Forkhead box (FOX) factors{3.3.1}	all	0.93899
Forkhead box (FOX) factors{3.3.1}	all	0.94428
Forkhead box (FOX) factors{3.3.1}	all	0.9452
Forkhead box (FOX) factors{3.3.1}	all	0.93766
Forkhead box (FOX) factors{3.3.1}	all	0.94351
Forkhead box (FOX) factors{3.3.1}	all	0.95466
Forkhead box (FOX) factors{3.3.1}	all	0.93684
Forkhead box (FOX) factors{3.3.1}	all	0.95142
Forkhead box (FOX) factors{3.3.1}	all	0.91594
Forkhead box (FOX) factors{3.3.1}	all	0.92716
Forkhead box (FOX) factors{3.3.1}	all	0.76665
Forkhead box (FOX) factors{3.3.1}	all	0.75623
Forkhead box (FOX) factors{3.3.1}	all	0.68244
Forkhead box (FOX) factors{3.3.1}	all	0.45583
Forkhead box (FOX) factors{3.3.1}	all	0.47533
Forkhead box (FOX) factors{3.3.1}	all	0.6878
Forkhead box (FOX) factors{3.3.1}	all	0.48997
Forkhead box (FOX) factors{3.3.1}	all	0.74506
Forkhead box (FOX) factors{3.3.1}	all	0.45104
Forkhead box (FOX) factors{3.3.1}	all	0.45122
Forkhead box (FOX) factors{3.3.1}	all	0.4587
Forkhead box (FOX) factors{3.3.1}	all	0.67121
Forkhead box (FOX) factors{3.3.1}	all	0.74512
Forkhead box (FOX) factors{3.3.1}	all	0.78912
Forkhead box (FOX) factors{3.3.1}	all	0.7645
Forkhead box (FOX) factors{3.3.1}	all	0.49164
Forkhead box (FOX) factors{3.3.1}	all	0.85383
Forkhead box (FOX) factors{3.3.1}	all	0.44083
Forkhead box (FOX) factors{3.3.1}	all	0.6548
Forkhead box (FOX) factors{3.3.1}	all	0.89079
Forkhead box (FOX) factors{3.3.1}	all	0.93173
Forkhead box (FOX) factors{3.3.1}	all	0.95022
Forkhead box (FOX) factors{3.3.1}	all	0.95207
Forkhead box (FOX) factors{3.3.1}	all	0.94879
Forkhead box (FOX) factors{3.3.1}	all	0.94237
Forkhead box (FOX) factors{3.3.1}	all	0.94957
Forkhead box (FOX) factors{3.3.1}	all	0.92051
Forkhead box (FOX) factors{3.3.1}	all	0.92867
Forkhead box (FOX) factors{3.3.1}	all	0.89864
Forkhead box (FOX) factors{3.3.1}	all	0.92087
Forkhead box (FOX) factors{3.3.1}	all	0.94828
Forkhead box (FOX) factors{3.3.1}	all	0.9162
Forkhead box (FOX) factors{3.3.1}	all	0.90732
Forkhead box (FOX) factors{3.3.1}	all	0.94378
Forkhead box (FOX) factors{3.3.1}	all	0.95289
Forkhead box (FOX) factors{3.3.1}	all	0.95476
Forkhead box (FOX) factors{3.3.1}	all	0.94564
Forkhead box (FOX) factors{3.3.1}	all	0.9512
Forkhead box (FOX) factors{3.3.1}	all	0.95176
Forkhead box (FOX) factors{3.3.1}	all	0.93941
Forkhead box (FOX) factors{3.3.1}	all	0.94803
Forkhead box (FOX) factors{3.3.1}	all	0.96129
Forkhead box (FOX) factors{3.3.1}	all	0.94378
Forkhead box (FOX) factors{3.3.1}	all	0.94771
Forkhead box (FOX) factors{3.3.1}	all	0.93367
